-1,RootNode
1,rock03

-44.237755,-65.197731,102.348351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-63.244896,-104.531548,33.968658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-61.624146,-77.826004,88.307663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
46.799393,75.062164,-251.295395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29.522711,54.935581,-344.628937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
45.809616,50.077606,-299.569580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-119.008598,-85.065002,-224.499481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-111.690048,-67.351135,-292.749237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-127.024689,-77.509102,-215.759094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-111.690048,-67.351135,-292.749237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-128.226517,-75.356384,-214.737915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-127.024689,-77.509102,-215.759094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-128.226517,-75.356384,-214.737915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-149.543579,-79.450531,-115.697289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-127.024689,-77.509102,-215.759094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-128.226517,-75.356384,-214.737915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-150.942749,-76.077721,-114.229050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-149.543579,-79.450531,-115.697289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-120.991219,-109.960388,-123.274551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-117.961899,-110.813263,-131.517349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-149.543579,-79.450531,-115.697289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-119.008598,-85.065002,-224.499481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-127.024689,-77.509102,-215.759094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-118.001892,-88.617882,-215.699051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-100.847366,-57.052677,-336.309540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-118.001892,-88.617882,-215.699051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-79.603401,-95.741409,-251.391647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-149.543579,-79.450531,-115.697289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-148.275818,-90.762794,-92.788712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-120.991219,-109.960388,-123.274551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-148.275818,-90.762794,-92.788712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-149.543579,-79.450531,-115.697289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-150.942749,-76.077721,-114.229050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-117.961899,-110.813263,-131.517349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-127.024689,-77.509102,-215.759094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-149.543579,-79.450531,-115.697289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-127.024689,-77.509102,-215.759094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
